competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DC,Matthias Ginter,Bild,1,3,0,0,0,4,0,2,1,0,0,81,55,4,0,0,1,3,2,0,7,2,13,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.172484521,0.653333333,0.5,1.264386783,0,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DC,Matthias Ginter,Kicker,1,2.5,0,0,0,4,0,2,1,0,0,81,55,4,0,0,1,3,2,0,7,2,13,1,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.172484521,0.653333333,0.5,1.264386783,0,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,DF,DL,Rafinha,WhoScored,0,7.02,0,0,0,0,0,0,1,0,1,85,61,5,3,1,3,0,3,1,2,0,8,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.533333333,0.30127281,0.804761905,0.583333333,0.941810522,0.066666667,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,DF,DL,Rafinha,Bild,1,3,0,0,0,0,0,0,1,0,1,85,61,5,3,1,3,0,3,1,2,0,8,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.533333333,0.30127281,0.804761905,0.583333333,0.941810522,0.066666667,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,DF,DL,Rafinha,Kicker,1,2,0,0,0,0,0,0,1,0,1,85,61,5,3,1,3,0,3,1,2,0,8,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.533333333,0.30127281,0.804761905,0.583333333,0.941810522,0.066666667,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"Augsburg - Schalke 04, 1 - 2",Augsburg,DF,DC,Martin Hinteregger,Kicker,1,4,0,0,0,0,0,0,0,0,0,105,73,9,0,0,11,3,6,2,6,1,13,2,2,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.318064789,0.754464286,0.5,0,0,0,1,1,90,90
Bundesliga 2017-18,05/05/2018,"Augsburg - Schalke 04, 1 - 2",Augsburg,DF,DC,Martin Hinteregger,Bild,1,4,0,0,0,0,0,0,0,0,0,105,73,9,0,0,11,3,6,2,6,1,13,2,2,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.318064789,0.754464286,0.5,0,0,0,1,1,90,90
Bundesliga 2017-18,05/05/2018,"Augsburg - Schalke 04, 1 - 2",Augsburg,DF,DC,Martin Hinteregger,WhoScored,0,6.78,0,0,0,0,0,0,0,0,0,105,73,9,0,0,11,3,6,2,6,1,13,2,2,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.318064789,0.754464286,0.5,0,0,0,1,1,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,MF,MC,Sebastian Rudy,WhoScored,0,6.63,0,0,1,1,1,1,0,0,0,71,61,3,0,1,2,1,1,3,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.123885814,0.704166667,0.535714286,1.469408921,0,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,MF,MC,Sebastian Rudy,Bild,1,4,0,0,1,1,1,1,0,0,0,71,61,3,0,1,2,1,1,3,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.123885814,0.704166667,0.535714286,1.469408921,0,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"FC Koln - Bayern Munich, 1 - 3",Bayern Munich,MF,MC,Sebastian Rudy,Kicker,1,3.5,0,0,1,1,1,1,0,0,0,71,61,3,0,1,2,1,1,3,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.123885814,0.704166667,0.535714286,1.469408921,0,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,MF,MC,Ridle Baku,WhoScored,0,6.88,1,0,1,0,0,0,0,1,1,28,20,1,0,0,0,1,4,7,1,3,3,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.141907713,0.635338346,0.257575758,1.973206268,0.1,1,0,0,54,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,MF,MC,Ridle Baku,Kicker,1,2.5,1,0,1,0,0,0,0,1,1,28,20,1,0,0,0,1,4,7,1,3,3,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.141907713,0.635338346,0.257575758,1.973206268,0.1,1,0,0,54,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,FW,FWR,Levin Oztunali,WhoScored,0,6.84,0,0,0,0,0,0,1,2,0,26,13,4,0,0,1,1,4,3,1,1,6,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.857142857,0.108958969,0.603571429,0.227272727,0.75482685,0.090909091,1,0,0,63,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,FW,FWR,Levin Oztunali,Kicker,1,4,0,0,0,0,0,0,1,2,0,26,13,4,0,0,1,1,4,3,1,1,6,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.857142857,0.108958969,0.603571429,0.227272727,0.75482685,0.090909091,1,0,0,63,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,FW,FWR,Levin Oztunali,Bild,1,6,0,0,0,0,0,0,1,2,0,26,13,4,0,0,1,1,4,3,1,1,6,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.857142857,0.108958969,0.603571429,0.227272727,0.75482685,0.090909091,1,0,0,63,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,DF,DR,Daniel Brosinski,WhoScored,0,6.41,0,0,0,0,0,0,0,0,1,50,19,5,2,2,1,3,3,3,1,1,11,1,2,2,1,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.142857143,0.244893781,0.754464286,0.318181818,0.442956797,0,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,DF,DR,Daniel Brosinski,Kicker,1,3.5,0,0,0,0,0,0,0,0,1,50,19,5,2,2,1,3,3,3,1,1,11,1,2,2,1,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.142857143,0.244893781,0.754464286,0.318181818,0.442956797,0,1,0,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,FW,FW,Yoshinori Muto,WhoScored,0,7.2,1,0,1,0,0,0,0,1,0,29,13,5,0,0,1,1,3,3,1,2,8,1,2,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.214285714,0.17685993,0.670634921,0.303030303,0.276092817,0.055555556,1,0,0,87,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,FW,FW,Yoshinori Muto,Kicker,1,2,1,0,1,0,0,0,0,1,0,29,13,5,0,0,1,1,3,3,1,2,8,1,2,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.214285714,0.17685993,0.670634921,0.303030303,0.276092817,0.055555556,1,0,0,87,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,Sub,Sub,Alexandru Maxim,WhoScored,0,6.08,0,0,0,0,0,0,0,0,0,15,8,2,0,0,0,1,1,2,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.09696241,0.635338346,0.121212121,0,0,1,0,0,36,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,Sub,Sub,Alexandru Maxim,Kicker,1,3.5,0,0,0,0,0,0,0,0,0,15,8,2,0,0,0,1,1,2,1,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.09696241,0.635338346,0.121212121,0,0,1,0,0,36,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Mainz 05,Sub,Sub,Karim Onisiwo,WhoScored,0,6,0,0,0,0,0,0,0,0,0,8,3,1,0,0,1,1,0,2,1,1,3,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.357142857,0.030261378,0.482857143,0.060606061,0,0,1,0,0,27,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,FW,FW,Tim Kleindienst,Kicker,1,3.5,1,0,2,2,0,4,0,0,0,27,4,7,2,0,0,3,1,8,4,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133333333,0.159126491,0.725925926,0.171052632,1.278745691,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,FW,FW,Tim Kleindienst,WhoScored,0,6.88,1,0,2,2,0,4,0,0,0,27,4,7,2,0,0,3,1,8,4,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133333333,0.159126491,0.725925926,0.171052632,1.278745691,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,FW,FW,Tim Kleindienst,Bild,1,3,1,0,2,2,0,4,0,0,0,27,4,7,2,0,0,3,1,8,4,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133333333,0.159126491,0.725925926,0.171052632,1.278745691,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,Sub,Sub,Janik Haberer,Kicker,1,3.5,0,0,0,3,2,1,0,0,0,49,31,4,0,1,2,1,4,2,1,1,9,0,3,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4,0.291564048,0.768627451,0.328947368,0.142857143,0,0,1,0,53,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,Sub,Sub,Janik Haberer,WhoScored,0,6.61,0,0,0,3,2,1,0,0,0,49,31,4,0,1,2,1,4,2,1,1,9,0,3,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4,0.291564048,0.768627451,0.328947368,0.142857143,0,0,1,0,53,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Freiburg,Sub,Sub,Robin Koch,WhoScored,0,6.14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.039840959,0.353153153,0.026315789,0.5,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,MF,MC,Mario Gotze,Kicker,1,5,0,0,0,1,1,0,0,0,0,45,25,6,1,1,0,0,3,4,0,0,9,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.134307665,0.653333333,0.292134831,0.986603134,0,0,1,1,74,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,MF,MC,Mario Gotze,WhoScored,0,6.74,0,0,0,1,1,0,0,0,0,45,25,6,1,1,0,0,3,4,0,0,9,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.134307665,0.653333333,0.292134831,0.986603134,0,0,1,1,74,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,FW,FWR,Christian Pulisic,Kicker,1,5.5,0,0,0,0,0,0,0,1,0,29,16,3,1,1,0,0,6,7,0,1,10,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0.040824833,0.622222222,0.191011236,0.641602821,0,0,1,1,56,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,FW,FWR,Christian Pulisic,WhoScored,0,6.01,0,0,0,0,0,0,0,1,0,29,16,3,1,1,0,0,6,7,0,1,10,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0.040824833,0.622222222,0.191011236,0.641602821,0,0,1,1,56,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,Sub,Sub,Andre Schurrle,Kicker,1,4.5,0,0,0,1,1,0,0,0,0,11,4,0,0,2,0,0,3,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.466666667,0.021821778,0.502564103,0.078651685,0.125,0,0,1,1,34,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,Sub,Sub,Andre Schurrle,WhoScored,0,6.11,0,0,0,1,1,0,0,0,0,11,4,0,0,2,0,0,3,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.466666667,0.021821778,0.502564103,0.078651685,0.125,0,0,1,1,34,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,GK,GK,Roman Burki,Kicker,1,4,0,0,0,0,0,0,0,0,0,28,13,1,0,0,5,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0.8,0.138730069,0.544444444,0.224719101,0,0,0,1,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia Dortmund - Mainz 05, 1 - 2",Borussia Dortmund,GK,GK,Roman Burki,WhoScored,0,5.39,0,0,0,0,0,0,0,0,0,28,13,1,0,0,5,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0.8,0.138730069,0.544444444,0.224719101,0,0,0,1,1,90,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,MC,Daniel Didavi,Kicker,1,4.5,1,0,1,0,0,0,0,0,0,35,19,9,0,0,0,3,2,2,0,1,9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.198462893,0.804761905,0.27027027,1.360831904,0.058823529,0,1,0,67,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,MC,Daniel Didavi,WhoScored,0,6.65,1,0,1,0,0,0,0,0,0,35,19,9,0,0,0,3,2,2,0,1,9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.198462893,0.804761905,0.27027027,1.360831904,0.058823529,0,1,0,67,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,MC,Daniel Didavi,Bild,1,5,1,0,1,0,0,0,0,0,0,35,19,9,0,0,0,3,2,2,0,1,9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.198462893,0.804761905,0.27027027,1.360831904,0.058823529,0,1,0,67,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,DMC,Josuha Guilavogui,Kicker,1,5,0,0,0,0,0,0,0,0,0,63,44,6,0,0,9,4,3,2,4,2,8,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.204874991,0.710084034,0.527027027,0.490963478,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,DMC,Josuha Guilavogui,WhoScored,0,6.89,0,0,0,0,0,0,0,0,0,63,44,6,0,0,9,4,3,2,4,2,8,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.204874991,0.710084034,0.527027027,0.490963478,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,MF,DMC,Josuha Guilavogui,Bild,1,6,0,0,0,0,0,0,0,0,0,63,44,6,0,0,9,4,3,2,4,2,8,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.204874991,0.710084034,0.527027027,0.490963478,0,0,1,0,90,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,Sub,Sub,Landry Dimata,Kicker,1,4.5,0,0,0,1,0,1,1,0,0,17,7,4,0,1,0,0,4,3,0,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.187181818,0.603571429,0.189189189,0.2,0.090909091,0,1,0,44,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,Sub,Sub,Landry Dimata,WhoScored,0,6.1,0,0,0,1,0,1,1,0,0,17,7,4,0,1,0,0,4,3,0,1,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.187181818,0.603571429,0.189189189,0.2,0.090909091,0,1,0,44,90
Bundesliga 2017-18,05/05/2018,"RasenBallsport Leipzig - Wolfsburg, 4 - 1",Wolfsburg,Sub,Sub,Elvis Rexhbecaj,WhoScored,0,6.1,0,0,0,0,0,0,1,0,0,9,5,3,0,0,1,1,0,4,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857143,0.042796051,0.635338346,0.054054054,0,0,0,1,0,23,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,FW,FW,Josip Drmic,WhoScored,0,7.91,1,0,1,2,1,0,0,0,0,32,17,3,0,0,1,0,1,2,6,3,7,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.114053996,0.687719298,0.256097561,1.214808406,0.066666667,1,0,1,71,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,FW,FW,Josip Drmic,Bild,1,2,1,0,1,2,1,0,0,0,0,32,17,3,0,0,1,0,1,2,6,3,7,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.114053996,0.687719298,0.256097561,1.214808406,0.066666667,1,0,1,71,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,FW,FW,Josip Drmic,Kicker,1,3,1,0,1,2,1,0,0,0,0,32,17,3,0,0,1,0,1,2,6,3,7,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.114053996,0.687719298,0.256097561,1.214808406,0.066666667,1,0,1,71,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DL,Oscar Wendt,WhoScored,0,6.71,0,0,0,0,0,0,0,0,0,57,32,8,0,2,4,3,0,2,1,1,13,1,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.333333333,0.223760394,0.725925926,0.353658537,1.101087302,0,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DL,Oscar Wendt,Bild,1,3,0,0,0,0,0,0,0,0,0,57,32,8,0,2,4,3,0,2,1,1,13,1,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.333333333,0.223760394,0.725925926,0.353658537,1.101087302,0,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DL,Oscar Wendt,Kicker,1,3,0,0,0,0,0,0,0,0,0,57,32,8,0,2,4,3,0,2,1,1,13,1,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.333333333,0.223760394,0.725925926,0.353658537,1.101087302,0,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DR,Tony Jantschke,WhoScored,0,7.87,0,1,0,0,0,0,0,0,0,60,20,7,1,2,3,2,1,0,7,1,16,1,0,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165535223,0.653333333,0.37804878,0.996652804,0.055555556,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DR,Tony Jantschke,Bild,1,3,0,1,0,0,0,0,0,0,0,60,20,7,1,2,3,2,1,0,7,1,16,1,0,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165535223,0.653333333,0.37804878,0.996652804,0.055555556,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,DF,DR,Tony Jantschke,Kicker,1,3,0,1,0,0,0,0,0,0,0,60,20,7,1,2,3,2,1,0,7,1,16,1,0,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165535223,0.653333333,0.37804878,0.996652804,0.055555556,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,Sub,Sub,Reece Oxford,WhoScored,0,6.26,0,0,0,0,0,0,0,0,0,9,4,2,0,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466666667,0.036369644,0.483950617,0.048780488,0.2,0,1,0,1,23,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,Sub,Sub,Ibrahima Traore,WhoScored,0,6.15,0,0,0,0,0,0,2,0,0,10,6,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.6,0.064943722,0.522666667,0.048780488,0.166666667,0,1,0,1,19,90
Bundesliga 2017-18,05/05/2018,"Borussia M.Gladbach - Freiburg, 3 - 1",Borussia M.Gladbach,Sub,Sub,Patrick Herrmann,WhoScored,0,6.22,0,0,0,0,0,0,0,0,0,8,3,0,0,1,0,0,4,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0.502564103,0.036585366,0,0,1,0,1,5,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,FW,FW,Martin Harnik,Bild,1,2,1,0,2,2,1,2,1,0,0,33,15,4,1,0,2,0,3,6,2,3,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.285714286,0.1662016,0.710084034,0.266666667,1.320443917,0.125,1,0,1,80,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,FW,FW,Martin Harnik,WhoScored,0,8.08,1,0,2,2,1,2,1,0,0,33,15,4,1,0,2,0,3,6,2,3,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.285714286,0.1662016,0.710084034,0.266666667,1.320443917,0.125,1,0,1,80,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,FW,FW,Martin Harnik,Kicker,1,2.5,1,0,2,2,1,2,1,0,0,33,15,4,1,0,2,0,3,6,2,3,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.285714286,0.1662016,0.710084034,0.266666667,1.320443917,0.125,1,0,1,80,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,DF,DC,Salif Sane,Bild,1,1,1,0,1,0,0,0,0,0,0,52,22,8,0,2,5,4,0,1,5,3,13,0,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.194172019,0.670634921,0.36,1.197840108,0,1,0,1,92,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,DF,DC,Salif Sane,WhoScored,0,7.79,1,0,1,0,0,0,0,0,0,52,22,8,0,2,5,4,0,1,5,3,13,0,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.194172019,0.670634921,0.36,1.197840108,0,1,0,1,92,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,DF,DC,Salif Sane,Kicker,1,2,1,0,1,0,0,0,0,0,0,52,22,8,0,2,5,4,0,1,5,3,13,0,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0.194172019,0.670634921,0.36,1.197840108,0,1,0,1,92,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,MF,MC,Marvin Bakalorz,Bild,1,3,0,0,0,0,0,0,2,0,0,27,11,2,0,0,1,1,3,4,3,1,4,4,4,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.184001685,0.754464286,0.226666667,0.896911941,0.058823529,1,0,1,90,90
Bundesliga 2017-18,05/05/2018,"Hannover 96 - Hertha Berlin, 3 - 1",Hannover 96,MF,MC,Marvin Bakalorz,WhoScored,0,7,0,0,0,0,0,0,2,0,0,27,11,2,0,0,1,1,3,4,3,1,4,4,4,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.184001685,0.754464286,0.226666667,0.896911941,0.058823529,1,0,1,90,90
